year,month,timestamp,day_of_week,hour_of_day,route_id,direction,borough,route_type,stop_order,timepoint_stop_id,timepoint_stop_name,next_timepoint_stop_id,next_timepoint_stop_name,road_distance,average_travel_time,average_road_speed,bus_trip_count,timepoint_stop_georeference,next_timepoint_stop_georeference,date,week,time_of_day
2025,3,2025-03-01 17:00:00,Thursday,17,B3,E,Brooklyn,Local,24,300208,AVENUE U/NOSTRAND AV,300220,AVENUE U/FLATBUSH AV,1.29,13.070508,5.921727265793392,26,POINT (-73.941954 40.600372),POINT (-73.921794 40.610106),2025-03-01,9,17
2025,3,2025-03-01 10:00:00,Thursday,10,B84,S,Brooklyn,Local,1,306921,LIVONIA AV/ASHFORD ST,300590,COZINE AV /ASHFORD ST,0.724,4.416678,9.83544200621281,6,POINT (-73.883617 40.666382),POINT (-73.877775 40.658352),2025-03-01,9,10
2025,3,2025-03-01 18:00:00,Thursday,18,B84,S,Brooklyn,Local,1,306921,LIVONIA AV/ASHFORD ST,300590,COZINE AV /ASHFORD ST,0.724,6.199998,7.006454841684258,7,POINT (-73.883617 40.666382),POINT (-73.877775 40.658352),2025-03-01,9,18
2025,3,2025-03-01 10:00:00,Thursday,10,BXM1,S,Bronx,Express,29,403424,LEXINGTON AV/E 50 ST,403821,LEXINGTON AV / E 34 ST,0.8170000000000002,8.330304,5.8845406889109775,11,POINT (-73.972382 40.756659),POINT (-73.97997 40.746315),2025-03-01,9,10
2025,3,2025-03-01 12:00:00,Thursday,12,M11,S,Manhattan,Local,7,403447,W 135 ST/BROADWAY,401459,AMSTERDAM AV/W 129 ST,0.441,4.593336,5.7605229144065975,20,POINT (-73.954283 40.819614),POINT (-73.95525 40.814859),2025-03-01,9,12
2025,3,2025-03-01 15:00:00,Thursday,15,M50,E,Manhattan,Local,12,402171,E 50 ST/5 AV,402175,E 50 ST/2 AV,0.4999999999999998,11.384724,2.6351097633012643,12,POINT (-73.977104 40.758431),POINT (-73.9688 40.754881),2025-03-01,9,15
2025,3,2025-03-01 05:00:00,Thursday,5,Q15,N,Queens,Local,7,501153,150 ST/NORTHERN BLVD,501166,150 ST/15 DR,1.38,6.183336,13.390826556046797,8,POINT (-73.815117 40.765633),POINT (-73.813593 40.785497),2025-03-01,9,5
2025,3,2025-03-01 14:00:00,Thursday,14,Q15,N,Queens,Local,7,501153,150 ST/NORTHERN BLVD,501166,150 ST/15 DR,1.38,9.55209,8.668260035238362,8,POINT (-73.815117 40.765633),POINT (-73.813593 40.785497),2025-03-01,9,14
2025,3,2025-03-01 22:00:00,Thursday,22,Q7,E,Queens,Local,1,350000,PITKIN AV /EUCLID AV,553297,LIBERTY AV/95 ST,1.997,11.847918,10.113171811242738,8,POINT (-73.871784 40.675497),POINT (-73.84404 40.680362),2025-03-01,9,22
2025,3,2025-03-01 13:00:00,Thursday,13,QM6,W,Queens,Express,14,982213,UNION TPKE/188 ST,552508,UNION TPKE/MAIN ST,2.108,14.050008,9.00213202771102,4,POINT (-73.781349 40.729307),POINT (-73.818372 40.717576),2025-03-01,9,13
2025,3,2025-03-01 19:00:00,Thursday,19,QM6,W,Queens,Express,14,982213,UNION TPKE/188 ST,552508,UNION TPKE/MAIN ST,2.108,8.51667,14.850874813747623,4,POINT (-73.781349 40.729307),POINT (-73.818372 40.717576),2025-03-01,9,19
2025,3,2025-03-01 20:00:00,Thursday,20,QM6,W,Queens,Express,14,982213,UNION TPKE/188 ST,552508,UNION TPKE/MAIN ST,2.108,9.30834,13.58781479834213,4,POINT (-73.781349 40.729307),POINT (-73.818372 40.717576),2025-03-01,9,20
2025,3,2025-03-01 11:00:00,Thursday,11,S55,N,Staten Island,Local,27,203867,ANNADALE RD/POSEN ST,905046,ELTINGVILLE/TRANSIT CENTER,2.029,8.61249,14.135284917602227,8,POINT (-74.177288 40.54079),POINT (-74.171352 40.560931),2025-03-01,9,11
2025,3,2025-03-01 09:00:00,Thursday,9,S61,W,Staten Island,Local,41,203689,FOREST HILL RD/ROCKLAND AV,203197,STATEN ISLAND MALL AT PLATINUM AV/PRIMARK,2.345,10.214286,13.77482710137442,14,POINT (-74.145849 40.589154),POINT (-74.166551 40.578047),2025-03-01,9,9
2025,3,2025-03-01 14:00:00,Thursday,14,BXM1,N,Bronx,Express,13,404250,BROADWAY/W 207 ST,984006,W 230 ST / BROADWAY,1.0269999999999992,8.5611,7.197673196201417,3,POINT (-73.921698 40.867571),POINT (-73.906891 40.877199),2025-03-01,9,14
2025,3,2025-03-01 19:00:00,Thursday,19,BXM1,S,Bronx,Express,29,403424,LEXINGTON AV/E 50 ST,403821,LEXINGTON AV / E 34 ST,0.8170000000000002,6.102786,8.032398323060704,12,POINT (-73.972382 40.756659),POINT (-73.97997 40.746315),2025-03-01,9,19
2025,3,2025-03-01 23:00:00,Thursday,23,M11,S,Manhattan,Local,7,403447,W 135 ST/BROADWAY,401459,AMSTERDAM AV/W 129 ST,0.4409999999999999,2.54166,10.41051910955832,2,POINT (-73.954283 40.819614),POINT (-73.95525 40.814859),2025-03-01,9,23
2025,3,2025-03-01 13:00:00,Thursday,13,M50,E,Manhattan,Local,12,402171,E 50 ST/5 AV,402175,E 50 ST/2 AV,0.4999999999999998,9.17778,3.268764341703548,12,POINT (-73.977104 40.758431),POINT (-73.9688 40.754881),2025-03-01,9,13
2025,3,2025-03-01 05:00:00,Thursday,5,Q15A,N,Other,Local,7,501153,150 ST/NORTHERN BLVD,501166,150 ST/15 DR,1.38,6.604158,12.537561580550426,4,POINT (-73.815117 40.765633),POINT (-73.813593 40.785497),2025-03-01,9,5
2025,3,2025-03-01 17:00:00,Thursday,17,Q15A,N,Other,Local,7,501153,150 ST/NORTHERN BLVD,501166,150 ST/15 DR,1.38,8.926044,9.276227398648391,16,POINT (-73.815117 40.765633),POINT (-73.813593 40.785497),2025-03-01,9,17
2025,3,2025-03-01 11:00:00,Thursday,11,QM6,W,Queens,Express,14,982213,UNION TPKE/188 ST,552508,UNION TPKE/MAIN ST,2.108,9.34167,13.539335043948242,4,POINT (-73.781349 40.729307),POINT (-73.818372 40.717576),2025-03-01,9,11
2025,3,2025-03-01 19:00:00,Thursday,19,BXM1,N,Bronx,Express,13,404250,BROADWAY/W 207 ST,984006,W 230 ST / BROADWAY,1.0269999999999992,7.683342,8.019949657310487,6,POINT (-73.921698 40.867571),POINT (-73.906891 40.877199),2025-03-01,9,19
2025,3,2025-03-01 04:00:00,Thursday,4,M50,E,Manhattan,Local,12,402171,E 50 ST/5 AV,402175,E 50 ST/2 AV,0.4999999999999998,3.995838,7.507817514987478,4,POINT (-73.977104 40.758431),POINT (-73.9688 40.754881),2025-03-01,9,4
2025,3,2025-03-01 23:00:00,Thursday,23,Q25,N,Queens,Local,20,550999,KISSENA BLVD/JEWEL AV,551051,MAIN ST/ROOSEVELT AV,2.206,14.629626,9.047394237446934,9,POINT (-73.814763 40.732447),POINT (-73.829892 40.759377),2025-03-01,9,23
2025,3,2025-03-01 06:00:00,Thursday,6,Q34,N,Queens,Local,20,550999,KISSENA BLVD/JEWEL AV,551051,MAIN ST/ROOSEVELT AV,2.206,17.928564,7.38263183510178,7,POINT (-73.814763 40.732447),POINT (-73.829892 40.759377),2025-03-01,9,6
2025,3,2025-03-01 23:00:00,Thursday,23,Q8,W,Queens,Local,38,350000,PITKIN AV /EUCLID AV,308380,SEAVIEW AV /ERSKINE ST,1.8309999999999995,10.374996,10.588918214197156,8,POINT (-73.871784 40.675497),POINT (-73.866629 40.653144),2025-03-01,9,23
2025,3,2025-03-01 09:00:00,Thursday,9,QM35,W,Queens,Express,28,982213,UNION TPKE/188 ST,552508,UNION TPKE/MAIN ST,2.108,8.054178,15.7036567991135,4,POINT (-73.781349 40.729307),POINT (-73.818372 40.717576),2025-03-01,9,9
2025,3,2025-03-01 17:00:00,Thursday,17,M11,S,Manhattan,Local,7,403447,W 135 ST/BROADWAY,401459,AMSTERDAM AV/W 129 ST,0.441,4.334442,6.104589192985306,15,POINT (-73.954283 40.819614),POINT (-73.95525 40.814859),2025-03-01,9,17
2025,3,2025-03-01 11:00:00,Thursday,11,M50,E,Manhattan,Local,12,402171,E 50 ST/5 AV,402175,E 50 ST/2 AV,0.4999999999999998,7.477782,4.01188588056883,12,POINT (-73.977104 40.758431),POINT (-73.9688 40.754881),2025-03-01,9,11
2025,3,2025-03-01 18:00:00,Thursday,18,Q15,N,Queens,Local,7,501153,150 ST/NORTHERN BLVD,501166,150 ST/15 DR,1.38,8.865624,9.339441756864044,16,POINT (-73.815117 40.765633),POINT (-73.813593 40.785497),2025-03-01,9,18
2025,3,2025-03-01 09:00:00,Thursday,9,Q34,N,Queens,Local,20,550999,KISSENA BLVD/JEWEL AV,551051,MAIN ST/ROOSEVELT AV,2.206,21.70521,6.098075070455434,16,POINT (-73.814763 40.732447),POINT (-73.829892 40.759377),2025-03-01,9,9
2025,3,2025-03-01 21:00:00,Thursday,21,Q64,E,Queens,Local,1,551849,108 ST/QUEENS BLVD,551810,QUEENS BLVD/70 RD,0.062,1.273608,2.9208313376936426,24,POINT (-73.843949 40.721784),POINT (-73.844686 40.722097),2025-03-01,9,21
2025,3,2025-03-01 07:00:00,Thursday,7,Q7,E,Queens,Local,1,350000,PITKIN AV /EUCLID AV,553297,LIBERTY AV/95 ST,1.997,16.35,7.328440366972479,14,POINT (-73.871784 40.675497),POINT (-73.84404 40.680362),2025-03-01,9,7
2025,3,2025-03-01 21:00:00,Thursday,21,QM5,W,Queens,Express,28,982213,UNION TPKE/188 ST,552508,UNION TPKE/MAIN ST,2.108,8.516658,14.85090096992305,4,POINT (-73.781349 40.729307),POINT (-73.818372 40.717576),2025-03-01,9,21
2025,3,2025-03-01 20:00:00,Thursday,20,S61,W,Staten Island,Local,41,203689,FOREST HILL RD/ROCKLAND AV,203197,STATEN ISLAND MALL AT PLATINUM AV/PRIMARK,2.345,9.364284,15.025171624713956,14,POINT (-74.145849 40.589154),POINT (-74.166551 40.578047),2025-03-01,9,20
2025,3,2025-03-01 07:00:00,Thursday,7,B3,E,Brooklyn,Local,24,300208,AVENUE U/NOSTRAND AV,300220,AVENUE U/FLATBUSH AV,1.29,8.40645,9.207216947725849,31,POINT (-73.941954 40.600372),POINT (-73.921794 40.610106),2025-03-01,9,7
2025,3,2025-03-01 08:00:00,Thursday,8,B6,W,Brooklyn,Limited,1,306921,LIVONIA AV/ASHFORD ST,300590,COZINE AV /ASHFORD ST,0.724,6.086586,7.137006039911358,41,POINT (-73.883617 40.666382),POINT (-73.877775 40.658352),2025-03-01,9,8
2025,3,2025-03-01 07:00:00,Thursday,7,M4,N,Manhattan,Local,51,903236,BROADWAY / W 135 ST,400613,BROADWAY/W 145 ST,0.5009999999999999,5.616072,5.352496706199898,28,POINT (-73.954489 40.820642),POINT (-73.94997 40.826791),2025-03-01,9,7
2025,3,2025-03-01 14:00:00,Thursday,14,Q64,E,Queens,Local,1,551849,108 ST/QUEENS BLVD,551810,QUEENS BLVD/70 RD,0.062,1.06845,3.481672085052275,28,POINT (-73.843949 40.721784),POINT (-73.844686 40.722097),2025-03-01,9,14
2025,3,2025-03-01 08:00:00,Thursday,8,QM36,W,Queens,Express,14,982213,UNION TPKE/188 ST,552508,UNION TPKE/MAIN ST,2.108,10.17084,12.435551045931309,4,POINT (-73.781349 40.729307),POINT (-73.818372 40.717576),2025-03-01,9,8
2025,3,2025-03-01 17:00:00,Thursday,17,S61,W,Staten Island,Local,41,203689,FOREST HILL RD/ROCKLAND AV,203197,STATEN ISLAND MALL AT PLATINUM AV/PRIMARK,2.345,10.029174,14.029073684793037,8,POINT (-74.145849 40.589154),POINT (-74.166551 40.578047),2025-03-01,9,17
2025,3,2025-03-01 14:00:00,Thursday,14,S61,W,Staten Island,School,41,203689,FOREST HILL RD/ROCKLAND AV,203197,STATEN ISLAND MALL AT PLATINUM AV/PRIMARK,2.345,12.72879,11.05368461153123,11,POINT (-74.145849 40.589154),POINT (-74.166551 40.578047),2025-03-01,9,14
2025,3,2025-03-01 09:00:00,Thursday,9,B3,E,Brooklyn,Local,24,300208,AVENUE U/NOSTRAND AV,300220,AVENUE U/FLATBUSH AV,1.29,8.463768,9.144864266419765,23,POINT (-73.941954 40.600372),POINT (-73.921794 40.610106),2025-03-01,9,9
2025,3,2025-03-01 04:00:00,Thursday,4,B6,W,Brooklyn,Local,1,306921,LIVONIA AV/ASHFORD ST,300590,COZINE AV /ASHFORD ST,0.724,4.99167,8.702498362271545,14,POINT (-73.883617 40.666382),POINT (-73.877775 40.658352),2025-03-01,9,4
2025,3,2025-03-01 00:00:00,Thursday,0,BXM1,N,Bronx,Express,13,404250,BROADWAY/W 207 ST,984006,W 230 ST / BROADWAY,1.0269999999999992,7.24998,8.499333791265625,1,POINT (-73.921698 40.867571),POINT (-73.906891 40.877199),2025-03-01,9,0
2025,3,2025-03-01 23:00:00,Thursday,23,BXM1,N,Bronx,Express,13,404250,BROADWAY/W 207 ST,984006,W 230 ST / BROADWAY,1.0269999999999992,5.526198,11.150525109232948,7,POINT (-73.921698 40.867571),POINT (-73.906891 40.877199),2025-03-01,9,23
2025,3,2025-03-01 02:00:00,Thursday,2,M5,N,Manhattan,Local,42,903236,BROADWAY / W 135 ST,400619,BROADWAY/W 157 ST,1.09,5.75835,11.357420094297844,4,POINT (-73.954489 40.820642),POINT (-73.944519 40.834257),2025-03-01,9,2
2025,3,2025-03-01 11:00:00,Thursday,11,M5,N,Manhattan,Limited,42,903236,BROADWAY / W 135 ST,400619,BROADWAY/W 157 ST,1.0750000000000002,10.506666,6.1389597803908496,20,POINT (-73.954489 40.820642),POINT (-73.944519 40.834257),2025-03-01,9,11
2025,3,2025-03-01 22:00:00,Thursday,22,M50,E,Manhattan,Local,12,402171,E 50 ST/5 AV,402175,E 50 ST/2 AV,0.4999999999999998,6.0,4.999999999999997,8,POINT (-73.977104 40.758431),POINT (-73.9688 40.754881),2025-03-01,9,22
2025,3,2025-03-01 22:00:00,Thursday,22,Q15,N,Queens,Local,7,501153,150 ST/NORTHERN BLVD,501166,150 ST/15 DR,1.38,9.016668,9.182996152124982,4,POINT (-73.815117 40.765633),POINT (-73.813593 40.785497),2025-03-01,9,22
2025,3,2025-03-01 00:00:00,Thursday,0,Q25,N,Queens,Local,20,550999,KISSENA BLVD/JEWEL AV,551051,MAIN ST/ROOSEVELT AV,2.206,12.950004,10.220844910824088,7,POINT (-73.814763 40.732447),POINT (-73.829892 40.759377),2025-03-01,9,0
2025,3,2025-03-01 07:00:00,Thursday,7,Q25,N,Queens,Local,20,550999,KISSENA BLVD/JEWEL AV,551051,MAIN ST/ROOSEVELT AV,2.206,21.52014,6.150517608156824,24,POINT (-73.814763 40.732447),POINT (-73.829892 40.759377),2025-03-01,9,7
2025,3,2025-03-01 08:00:00,Thursday,8,QM31,W,Queens,Express,6,982213,UNION TPKE/188 ST,552508,UNION TPKE/MAIN ST,2.108,10.557408,11.980214838113652,9,POINT (-73.781349 40.729307),POINT (-73.818372 40.717576),2025-03-01,9,8
2025,3,2025-03-01 21:00:00,Thursday,21,B84,S,Brooklyn,Local,1,306921,LIVONIA AV/ASHFORD ST,300590,COZINE AV /ASHFORD ST,0.724,4.81251,9.026474750182336,4,POINT (-73.883617 40.666382),POINT (-73.877775 40.658352),2025-03-01,9,21
2025,3,2025-03-01 21:00:00,Thursday,21,BXM1,S,Bronx,Express,29,403424,LEXINGTON AV/E 50 ST,403821,LEXINGTON AV / E 34 ST,0.8170000000000002,4.708338,10.411323748203984,4,POINT (-73.972382 40.756659),POINT (-73.97997 40.746315),2025-03-01,9,21
2025,3,2025-03-01 07:00:00,Thursday,7,M50,E,Manhattan,Local,12,402171,E 50 ST/5 AV,402175,E 50 ST/2 AV,0.4999999999999998,5.907294,5.078468689336102,16,POINT (-73.977104 40.758431),POINT (-73.9688 40.754881),2025-03-01,9,7
2025,3,2025-03-01 00:00:00,Thursday,0,Q15A,N,Other,Local,7,501153,150 ST/NORTHERN BLVD,501166,150 ST/15 DR,1.38,7.555542,10.958846091741954,3,POINT (-73.815117 40.765633),POINT (-73.813593 40.785497),2025-03-01,9,0
2025,3,2025-03-01 18:00:00,Thursday,18,QM18,E,Queens,Express,12,551645,QUEENS BLVD/63 DR,502490,QUEENS BLVD/UNION TPKE,1.9410000000000007,18.233328,6.387204092724699,6,POINT (-73.862207 40.729817),POINT (-73.831749 40.714421),2025-03-01,9,18
2025,3,2025-03-01 07:00:00,Thursday,7,QM31,W,Queens,Express,6,982213,UNION TPKE/188 ST,552508,UNION TPKE/MAIN ST,2.108,10.605558,11.92582566400344,12,POINT (-73.781349 40.729307),POINT (-73.818372 40.717576),2025-03-01,9,7
2025,3,2025-03-01 18:00:00,Thursday,18,QM6,W,Queens,Express,14,982213,UNION TPKE/188 ST,552508,UNION TPKE/MAIN ST,2.108,10.60833,11.92270602441666,2,POINT (-73.781349 40.729307),POINT (-73.818372 40.717576),2025-03-01,9,18
2025,3,2025-03-01 21:00:00,Thursday,21,QM6,W,Queens,Express,14,982213,UNION TPKE/188 ST,552508,UNION TPKE/MAIN ST,2.108,9.7125,13.022393822393822,4,POINT (-73.781349 40.729307),POINT (-73.818372 40.717576),2025-03-01,9,21
2025,3,2025-03-01 22:00:00,Thursday,22,S61,W,Staten Island,Local,41,203689,FOREST HILL RD/ROCKLAND AV,203197,STATEN ISLAND MALL AT PLATINUM AV/PRIMARK,2.345,9.091668,15.47570808788882,10,POINT (-74.145849 40.589154),POINT (-74.166551 40.578047),2025-03-01,9,22
2025,3,2025-03-01 06:00:00,Thursday,6,SIM31,N,Staten Island,Express,15,203611,SOUTH GANNON AV/BRADLEY AV,203614,SCHMIDTS LN/SLOSSON AV,0.8410000000000002,4.133328,12.208072089374747,13,POINT (-74.131704 40.607694),POINT (-74.116692 40.609304),2025-03-01,9,6
2025,3,2025-03-01 18:00:00,Thursday,18,BX42,E,Bronx,Local,33,102613,RANDALL AV/EAST TREMONT AV,104299,HARDING AV/HOSMER AV,2.021000000000001,13.019046,9.314044673442238,14,POINT (-73.822151 40.826089),POINT (-73.826535 40.813235),2025-03-01,9,18
2025,3,2025-03-01 21:00:00,Thursday,21,BX42,E,Bronx,Local,33,102613,RANDALL AV/EAST TREMONT AV,104299,HARDING AV/HOSMER AV,2.021000000000001,11.314284,10.717424242424244,7,POINT (-73.822151 40.826089),POINT (-73.826535 40.813235),2025-03-01,9,21
2025,3,2025-03-01 22:00:00,Thursday,22,BXM1,S,Bronx,Express,29,403424,LEXINGTON AV/E 50 ST,403821,LEXINGTON AV / E 34 ST,0.8170000000000002,4.787508,10.239153797228411,4,POINT (-73.972382 40.756659),POINT (-73.97997 40.746315),2025-03-01,9,22
2025,3,2025-03-01 18:00:00,Thursday,18,M11,S,Manhattan,Local,7,403447,W 135 ST/BROADWAY,401459,AMSTERDAM AV/W 129 ST,0.441,4.621212,5.725771993645114,11,POINT (-73.954283 40.819614),POINT (-73.95525 40.814859),2025-03-01,9,18
2025,3,2025-03-01 14:00:00,Thursday,14,M4,N,Manhattan,Local,51,903236,BROADWAY / W 135 ST,400613,BROADWAY/W 145 ST,0.5010000000000003,7.063218,4.255850146270135,29,POINT (-73.954489 40.820642),POINT (-73.94997 40.826791),2025-03-01,9,14
2025,3,2025-03-01 00:00:00,Thursday,0,Q15,N,Queens,Local,7,501153,150 ST/NORTHERN BLVD,501166,150 ST/15 DR,1.38,5.98335,13.838401564341044,4,POINT (-73.815117 40.765633),POINT (-73.813593 40.785497),2025-03-01,9,0
2025,3,2025-03-01 09:00:00,Thursday,9,Q15,N,Queens,Local,7,501153,150 ST/NORTHERN BLVD,501166,150 ST/15 DR,1.38,9.36666,8.83986394296366,4,POINT (-73.815117 40.765633),POINT (-73.813593 40.785497),2025-03-01,9,9
2025,3,2025-03-01 09:00:00,Thursday,9,Q15A,N,Other,Local,7,501153,150 ST/NORTHERN BLVD,501166,150 ST/15 DR,1.38,8.212506,10.082182573349248,8,POINT (-73.815117 40.765633),POINT (-73.813593 40.785497),2025-03-01,9,9
2025,3,2025-03-01 18:00:00,Thursday,18,Q15A,N,Other,Local,7,501153,150 ST/NORTHERN BLVD,501166,150 ST/15 DR,1.38,8.788884,9.420990262132229,12,POINT (-73.815117 40.765633),POINT (-73.813593 40.785497),2025-03-01,9,18
2025,3,2025-03-01 18:00:00,Thursday,18,Q25,N,Queens,Local,20,550999,KISSENA BLVD/JEWEL AV,551051,MAIN ST/ROOSEVELT AV,2.206,19.518666,6.781201550220791,25,POINT (-73.814763 40.732447),POINT (-73.829892 40.759377),2025-03-01,9,18
2025,3,2025-03-01 21:00:00,Thursday,21,Q25,N,Queens,Local,20,550999,KISSENA BLVD/JEWEL AV,551051,MAIN ST/ROOSEVELT AV,2.206,18.13125,7.300103412616339,16,POINT (-73.814763 40.732447),POINT (-73.829892 40.759377),2025-03-01,9,21
2025,3,2025-03-01 10:00:00,Thursday,10,Q7,E,Queens,Local,1,350000,PITKIN AV /EUCLID AV,553297,LIBERTY AV/95 ST,1.997,13.84722,8.653000385636973,12,POINT (-73.871784 40.675497),POINT (-73.84404 40.680362),2025-03-01,9,10
2025,3,2025-03-01 19:00:00,Thursday,19,S91,W,Staten Island,Limited,21,203689,FOREST HILL RD/ROCKLAND AV,203197,STATEN ISLAND MALL AT PLATINUM AV/PRIMARK,2.345,10.092594,13.940916408006132,18,POINT (-74.145849 40.589154),POINT (-74.166551 40.578047),2025-03-01,9,19
2025,3,2025-03-01 05:00:00,Thursday,5,B6,W,Brooklyn,Limited,1,306921,LIVONIA AV/ASHFORD ST,300590,COZINE AV /ASHFORD ST,0.724,3.99444,10.875116411812416,3,POINT (-73.883617 40.666382),POINT (-73.877775 40.658352),2025-03-01,9,5
2025,3,2025-03-01 11:00:00,Thursday,11,BXM1,N,Bronx,Express,13,404250,BROADWAY/W 207 ST,984006,W 230 ST / BROADWAY,1.0269999999999992,6.341658,9.71670644334956,4,POINT (-73.921698 40.867571),POINT (-73.906891 40.877199),2025-03-01,9,11
2025,3,2025-03-01 10:00:00,Thursday,10,M11,S,Manhattan,Local,7,403447,W 135 ST/BROADWAY,401459,AMSTERDAM AV/W 129 ST,0.441,4.690002,5.641788638896103,20,POINT (-73.954283 40.819614),POINT (-73.95525 40.814859),2025-03-01,9,10
2025,3,2025-03-01 14:00:00,Thursday,14,M11,S,Manhattan,Local,7,403447,W 135 ST/BROADWAY,401459,AMSTERDAM AV/W 129 ST,0.441,4.723146,5.602197405119751,18,POINT (-73.954283 40.819614),POINT (-73.95525 40.814859),2025-03-01,9,14
2025,3,2025-03-01 20:00:00,Thursday,20,M4,N,Manhattan,Local,51,903236,BROADWAY / W 135 ST,400613,BROADWAY/W 145 ST,0.5010000000000003,5.294202,5.6779098117514,23,POINT (-73.954489 40.820642),POINT (-73.94997 40.826791),2025-03-01,9,20
2025,3,2025-03-01 19:00:00,Thursday,19,Q25,N,Queens,Limited,20,550999,KISSENA BLVD/JEWEL AV,551051,MAIN ST/ROOSEVELT AV,2.206,18.4125,7.188594704684317,8,POINT (-73.814763 40.732447),POINT (-73.829892 40.759377),2025-03-01,9,19
2025,3,2025-03-01 09:00:00,Thursday,9,Q64,E,Queens,Local,1,551849,108 ST/QUEENS BLVD,551810,QUEENS BLVD/70 RD,0.062,0.919134,4.047290926234859,27,POINT (-73.843949 40.721784),POINT (-73.844686 40.722097),2025-03-01,9,9
2025,3,2025-03-01 00:00:00,Thursday,0,Q8,W,Queens,Local,38,350000,PITKIN AV /EUCLID AV,308380,SEAVIEW AV /ERSKINE ST,1.8309999999999995,9.15834,11.995623661056475,2,POINT (-73.871784 40.675497),POINT (-73.866629 40.653144),2025-03-01,9,0
2025,3,2025-03-01 08:00:00,Thursday,8,QM1,W,Queens,Express,6,982213,UNION TPKE/188 ST,552508,UNION TPKE/MAIN ST,2.108,10.909722,11.593331451219646,12,POINT (-73.781349 40.729307),POINT (-73.818372 40.717576),2025-03-01,9,8
2025,3,2025-03-01 06:00:00,Thursday,6,QM5,W,Queens,Express,28,982213,UNION TPKE/188 ST,552508,UNION TPKE/MAIN ST,2.1080000000000005,9.35139,13.525262019870846,12,POINT (-73.781349 40.729307),POINT (-73.818372 40.717576),2025-03-01,9,6
2025,3,2025-03-01 11:00:00,Thursday,11,QM5,W,Queens,Express,28,982213,UNION TPKE/188 ST,552508,UNION TPKE/MAIN ST,2.108,10.895826,11.60811328923847,8,POINT (-73.781349 40.729307),POINT (-73.818372 40.717576),2025-03-01,9,11
2025,3,2025-03-01 08:00:00,Thursday,8,S55,N,Staten Island,Local,27,203867,ANNADALE RD/POSEN ST,905046,ELTINGVILLE/TRANSIT CENTER,2.029,7.93056,15.350744461929548,6,POINT (-74.177288 40.54079),POINT (-74.171352 40.560931),2025-03-01,9,8
2025,3,2025-03-01 05:00:00,Thursday,5,B6,W,Brooklyn,Local,1,306921,LIVONIA AV/ASHFORD ST,300590,COZINE AV /ASHFORD ST,0.724,4.98333,8.717058650282201,13,POINT (-73.883617 40.666382),POINT (-73.877775 40.658352),2025-03-01,9,5
2025,3,2025-03-01 14:00:00,Thursday,14,B6,W,Brooklyn,Limited,1,306921,LIVONIA AV/ASHFORD ST,300590,COZINE AV /ASHFORD ST,0.724,6.011274,7.226422826759606,34,POINT (-73.883617 40.666382),POINT (-73.877775 40.658352),2025-03-01,9,14
2025,3,2025-03-01 09:00:00,Thursday,9,BXM1,S,Bronx,Express,29,403424,LEXINGTON AV/E 50 ST,403821,LEXINGTON AV / E 34 ST,0.8170000000000002,8.17803,5.994110604580123,22,POINT (-73.972382 40.756659),POINT (-73.97997 40.746315),2025-03-01,9,9
2025,3,2025-03-01 20:00:00,Thursday,20,M11,S,Manhattan,Local,7,403447,W 135 ST/BROADWAY,401459,AMSTERDAM AV/W 129 ST,0.441,3.265284,8.103427419046119,12,POINT (-73.954283 40.819614),POINT (-73.95525 40.814859),2025-03-01,9,20
2025,3,2025-03-01 08:00:00,Thursday,8,M5,N,Manhattan,Limited,42,903236,BROADWAY / W 135 ST,400619,BROADWAY/W 157 ST,1.0750000000000002,10.221876,6.309997714460131,16,POINT (-73.954489 40.820642),POINT (-73.944519 40.834257),2025-03-01,9,8
2025,3,2025-03-01 06:00:00,Thursday,6,Q15A,N,Other,Local,7,501153,150 ST/NORTHERN BLVD,501166,150 ST/15 DR,1.38,6.496974,12.74439347433323,11,POINT (-73.815117 40.765633),POINT (-73.813593 40.785497),2025-03-01,9,6
2025,3,2025-03-01 22:00:00,Thursday,22,Q34,N,Queens,Local,20,550999,KISSENA BLVD/JEWEL AV,551051,MAIN ST/ROOSEVELT AV,2.206,16.09167,8.225373749275246,4,POINT (-73.814763 40.732447),POINT (-73.829892 40.759377),2025-03-01,9,22
2025,3,2025-03-01 05:00:00,Thursday,5,QM5,W,Queens,Express,28,982213,UNION TPKE/188 ST,552508,UNION TPKE/MAIN ST,2.108,8.46042,14.94961243058855,8,POINT (-73.781349 40.729307),POINT (-73.818372 40.717576),2025-03-01,9,5
2025,3,2025-03-01 18:00:00,Thursday,18,S61,W,Staten Island,Local,41,203689,FOREST HILL RD/ROCKLAND AV,203197,STATEN ISLAND MALL AT PLATINUM AV/PRIMARK,2.345,10.00476,14.063305866407587,7,POINT (-74.145849 40.589154),POINT (-74.166551 40.578047),2025-03-01,9,18
2025,3,2025-03-01 16:00:00,Thursday,16,B3,E,Brooklyn,Local,24,300208,AVENUE U/NOSTRAND AV,300220,AVENUE U/FLATBUSH AV,1.29,12.902088,5.999030389274291,24,POINT (-73.941954 40.600372),POINT (-73.921794 40.610106),2025-03-01,9,16
